IndicatorName,IndicatorCode,Location,LocationCode,Year,Disaggregation,NumericValue,DisplayValue,Comments,LocationShort,Vaccine
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Afghanistan,AFG,2023,,42.0,42,,Afghanistan,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,African Region,AFR,2023,,49.0,49,,African Region,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Albania,ALB,2023,,93.0,93,,Albania,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Algeria,DZA,2023,,93.0,93,,Algeria,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Andorra,AND,2023,,96.0,96,,Andorra,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Angola,AGO,2023,,35.0,35,,Angola,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Antigua and Barbuda,ATG,2023,,87.0,87,,Antigua and Barbuda,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Argentina,ARG,2023,,54.0,54,,Argentina,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Armenia,ARM,2023,,96.0,96,,Armenia,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Australia,AUS,2023,,93.0,93,,Australia,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Austria,AUT,2023,,94.0,94,,Austria,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Azerbaijan,AZE,2023,,93.0,93,,Azerbaijan,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Bahamas,BHS,2023,,53.0,53,,Bahamas,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Bahrain,BHR,2023,,99.0,99,,Bahrain,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Bangladesh,BGD,2023,,93.0,93,,Bangladesh,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Barbados,BRB,2023,,76.0,76,,Barbados,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Belarus,BLR,2023,,95.0,95,,Belarus,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Belgium,BEL,2023,,82.0,82,,Belgium,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Belize,BLZ,2023,,88.0,88,,Belize,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Bhutan,BTN,2023,,97.0,97,,Bhutan,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Bolivia (Plurinational State of),BOL,2023,,50.0,50,,Bolivia,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Bosnia and Herzegovina,BIH,2023,,63.0,63,,Bosnia and Herzegovina,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Botswana,BWA,2023,,79.0,79,,Botswana,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Brazil,BRA,2023,,64.0,64,,Brazil,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Brunei Darussalam,BRN,2023,,99.0,99,,Brunei,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Bulgaria,BGR,2023,,87.0,87,,Bulgaria,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Burkina Faso,BFA,2023,,71.0,71,,Burkina Faso,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Burundi,BDI,2023,,80.0,80,,Burundi,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Cabo Verde,CPV,2023,,86.0,86,,Cabo Verde,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Cambodia,KHM,2023,,64.0,64,,Cambodia,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Cameroon,CMR,2023,,45.0,45,,Cameroon,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Canada,CAN,2023,,79.0,79,,Canada,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Chad,TCD,2023,,35.0,35,,Chad,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Chile,CHL,2023,,70.0,70,,Chile,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,China,CHN,2023,,95.0,95,,China,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Colombia,COL,2023,,84.0,84,,Colombia,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Comoros,COM,2023,,79.0,79,,Comoros,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Congo,COG,2023,,34.0,34,,Congo,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Cook Islands,COK,2023,,77.0,77,,Cook Islands,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Costa Rica,CRI,2023,,83.0,83,,Costa Rica,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Côte d'Ivoire,CIV,2023,,43.0,43,,Côte d'Ivoire,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Croatia,HRV,2023,,90.0,90,,Croatia,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Cuba,CUB,2023,,99.0,99,,Cuba,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Cyprus,CYP,2023,,80.0,80,,Cyprus,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Czechia,CZE,2023,,90.0,90,,Czechia,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Democratic People's Republic of Korea,PRK,2023,,16.0,16,,North Korea,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Democratic Republic of the Congo,COD,2023,,18.0,18,,DR Congo,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Denmark,DNK,2023,,93.0,93,,Denmark,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Djibouti,DJI,2023,,64.0,64,,Djibouti,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Dominica,DMA,2023,,87.0,87,,Dominica,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Dominican Republic,DOM,2023,,70.0,70,,Dominican Republic,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Eastern Mediterranean Region,EMR,2023,,73.0,73,,E. Mediterranean Reg.,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Ecuador,ECU,2023,,60.0,60,,Ecuador,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Egypt,EGY,2023,,95.0,95,,Egypt,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,El Salvador,SLV,2023,,71.0,71,,El Salvador,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Equatorial Guinea,GNQ,2023,,28.0,28,,Equatorial Guinea,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Eritrea,ERI,2023,,85.0,85,,Eritrea,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Estonia,EST,2023,,84.0,84,,Estonia,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Eswatini,SWZ,2023,,82.0,82,,Eswatini,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Ethiopia,ETH,2023,,53.0,53,,Ethiopia,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,European Region,EUR,2023,,91.0,91,,European Region,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Fiji,FJI,2023,,83.0,83,,Fiji,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Finland,FIN,2023,,92.0,92,,Finland,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,France,FRA,2023,,93.0,93,,France,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Gambia,GMB,2023,,73.0,73,,Gambia,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Georgia,GEO,2023,,86.0,86,,Georgia,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Germany,DEU,2023,,93.0,93,,Germany,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Ghana,GHA,2023,,78.0,78,,Ghana,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Global,GLOBAL,2023,,74.0,74,,Global,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Greece,GRC,2023,,83.0,83,,Greece,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Grenada,GRD,2023,,84.0,84,,Grenada,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Guatemala,GTM,2023,,77.0,77,,Guatemala,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Guinea,GIN,2023,,26.0,26,,Guinea,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Guinea-Bissau,GNB,2023,,36.0,36,,Guinea-Bissau,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Guyana,GUY,2023,,99.0,99,,Guyana,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Haiti,HTI,2023,,41.0,41,,Haiti,MCV2
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),MCV2,Honduras,HND,2023,,74.0,74,,Honduras,MCV2
